"","X","location","country","ipc","technology_domain","year","value"
"7465",7465,"DNK","Denmark","WIPO_04","Digital communication",2004,31.7136
"7466",7466,"DNK","Denmark","WIPO_04","Digital communication",2005,31.8608
"7467",7467,"DNK","Denmark","WIPO_04","Digital communication",2006,37.4618
"7468",7468,"DNK","Denmark","WIPO_04","Digital communication",2007,37.1284
"7469",7469,"DNK","Denmark","WIPO_04","Digital communication",2008,36.4314
"7470",7470,"DNK","Denmark","WIPO_04","Digital communication",2009,39.3958
"7471",7471,"DNK","Denmark","WIPO_04","Digital communication",2010,41.8419
"7472",7472,"DNK","Denmark","WIPO_04","Digital communication",2011,42.1233
"7473",7473,"DNK","Denmark","WIPO_04","Digital communication",2012,43.2749
"7474",7474,"DNK","Denmark","WIPO_04","Digital communication",2013,53.8645
"7475",7475,"DNK","Denmark","WIPO_04","Digital communication",2014,48.8692
"7476",7476,"DNK","Denmark","WIPO_04","Digital communication",2015,45.9228
"7477",7477,"DNK","Denmark","WIPO_04","Digital communication",2016,51.1759
"7478",7478,"DNK","Denmark","WIPO_04","Digital communication",2017,38.1728
"7479",7479,"DNK","Denmark","WIPO_04","Digital communication",2018,22.8758
"7480",7480,"FIN","Finland","WIPO_04","Digital communication",1999,13.7643
"7481",7481,"FIN","Finland","WIPO_04","Digital communication",2000,31.7117
"7482",7482,"FIN","Finland","WIPO_04","Digital communication",2001,293.3084
"7483",7483,"FIN","Finland","WIPO_04","Digital communication",2002,307.4656
"7484",7484,"FIN","Finland","WIPO_04","Digital communication",2003,432.8224
"7485",7485,"FIN","Finland","WIPO_04","Digital communication",2004,516.2911
"7486",7486,"FIN","Finland","WIPO_04","Digital communication",2005,350.2809
"7487",7487,"FIN","Finland","WIPO_04","Digital communication",2006,306.4038
"7488",7488,"FIN","Finland","WIPO_04","Digital communication",2007,273.3377
"7489",7489,"FIN","Finland","WIPO_04","Digital communication",2008,328.9527
"7490",7490,"FIN","Finland","WIPO_04","Digital communication",2009,284.9061
"7491",7491,"FIN","Finland","WIPO_04","Digital communication",2010,319.5402
"7492",7492,"FIN","Finland","WIPO_04","Digital communication",2011,402.3047
"7493",7493,"FIN","Finland","WIPO_04","Digital communication",2012,460.2769
"7494",7494,"FIN","Finland","WIPO_04","Digital communication",2013,484.9172
"7495",7495,"FIN","Finland","WIPO_04","Digital communication",2014,479.794
"7496",7496,"FIN","Finland","WIPO_04","Digital communication",2015,415.3227
"7497",7497,"FIN","Finland","WIPO_04","Digital communication",2016,301.4281
"7498",7498,"FIN","Finland","WIPO_04","Digital communication",2017,243.8767
"7499",7499,"FIN","Finland","WIPO_04","Digital communication",2018,152.4843
"7500",7500,"FRA","France","WIPO_04","Digital communication",1999,7.6167
"7501",7501,"FRA","France","WIPO_04","Digital communication",2000,21.7057
"7502",7502,"FRA","France","WIPO_04","Digital communication",2001,169.8653
"7503",7503,"FRA","France","WIPO_04","Digital communication",2002,242.9166
"7504",7504,"FRA","France","WIPO_04","Digital communication",2003,306.6393
"7505",7505,"FRA","France","WIPO_04","Digital communication",2004,398.3772
"7506",7506,"FRA","France","WIPO_04","Digital communication",2005,370.164
"7507",7507,"FRA","France","WIPO_04","Digital communication",2006,306.9076
"7508",7508,"FRA","France","WIPO_04","Digital communication",2007,324.7959
"7509",7509,"FRA","France","WIPO_04","Digital communication",2008,290.5303
"7510",7510,"FRA","France","WIPO_04","Digital communication",2009,283.898
"7511",7511,"FRA","France","WIPO_04","Digital communication",2010,313.0962
"7512",7512,"FRA","France","WIPO_04","Digital communication",2011,366.0482
"7513",7513,"FRA","France","WIPO_04","Digital communication",2012,382.4291
"7514",7514,"FRA","France","WIPO_04","Digital communication",2013,470.9673
"7515",7515,"FRA","France","WIPO_04","Digital communication",2014,479.5734
"7516",7516,"FRA","France","WIPO_04","Digital communication",2015,510.2891
"7517",7517,"FRA","France","WIPO_04","Digital communication",2016,476.8506
"7518",7518,"FRA","France","WIPO_04","Digital communication",2017,445.8058
"7519",7519,"FRA","France","WIPO_04","Digital communication",2018,235.4478
"7520",7520,"DEU","Germany","WIPO_04","Digital communication",1999,9.3321
"7521",7521,"DEU","Germany","WIPO_04","Digital communication",2000,36.3417
"7522",7522,"DEU","Germany","WIPO_04","Digital communication",2001,287.1983
"7523",7523,"DEU","Germany","WIPO_04","Digital communication",2002,362.0261
"7524",7524,"DEU","Germany","WIPO_04","Digital communication",2003,431.4518
"7525",7525,"DEU","Germany","WIPO_04","Digital communication",2004,671.6793
"7526",7526,"DEU","Germany","WIPO_04","Digital communication",2005,650.8667
"7527",7527,"DEU","Germany","WIPO_04","Digital communication",2006,413.0475
"7528",7528,"DEU","Germany","WIPO_04","Digital communication",2007,387.2203
"7529",7529,"DEU","Germany","WIPO_04","Digital communication",2008,415.3053
"7530",7530,"DEU","Germany","WIPO_04","Digital communication",2009,418.4439
"7531",7531,"DEU","Germany","WIPO_04","Digital communication",2010,450.9457
"7532",7532,"DEU","Germany","WIPO_04","Digital communication",2011,505.6921
"7533",7533,"DEU","Germany","WIPO_04","Digital communication",2012,630.8605
"7534",7534,"DEU","Germany","WIPO_04","Digital communication",2013,693.3352
"7535",7535,"DEU","Germany","WIPO_04","Digital communication",2014,675.772
"7536",7536,"DEU","Germany","WIPO_04","Digital communication",2015,796.7014
"7537",7537,"DEU","Germany","WIPO_04","Digital communication",2016,854.3223
"7538",7538,"DEU","Germany","WIPO_04","Digital communication",2017,758.1417
"7539",7539,"DEU","Germany","WIPO_04","Digital communication",2018,557.7287
"7540",7540,"GRC","Greece","WIPO_04","Digital communication",1999,0
"7541",7541,"GRC","Greece","WIPO_04","Digital communication",2000,0.5
"7542",7542,"GRC","Greece","WIPO_04","Digital communication",2001,0.9714
"7543",7543,"GRC","Greece","WIPO_04","Digital communication",2002,2.3748
"7544",7544,"GRC","Greece","WIPO_04","Digital communication",2003,3.3714
"7545",7545,"GRC","Greece","WIPO_04","Digital communication",2004,8.6
"7546",7546,"GRC","Greece","WIPO_04","Digital communication",2005,3.8771
"7547",7547,"GRC","Greece","WIPO_04","Digital communication",2006,7.1667
"7548",7548,"GRC","Greece","WIPO_04","Digital communication",2007,4.569
"7549",7549,"GRC","Greece","WIPO_04","Digital communication",2008,4.6097
"7550",7550,"GRC","Greece","WIPO_04","Digital communication",2009,6.324
"7551",7551,"GRC","Greece","WIPO_04","Digital communication",2010,2.8548
"7552",7552,"GRC","Greece","WIPO_04","Digital communication",2011,9.5532
"7553",7553,"GRC","Greece","WIPO_04","Digital communication",2012,12.164
"7554",7554,"GRC","Greece","WIPO_04","Digital communication",2013,12.4679
"7555",7555,"GRC","Greece","WIPO_04","Digital communication",2014,13.2254
"7556",7556,"GRC","Greece","WIPO_04","Digital communication",2015,19.375
"7557",7557,"GRC","Greece","WIPO_04","Digital communication",2016,22.4135
"7558",7558,"GRC","Greece","WIPO_04","Digital communication",2017,12.3877
"7559",7559,"GRC","Greece","WIPO_04","Digital communication",2018,17.1929
"7560",7560,"HUN","Hungary","WIPO_04","Digital communication",1999,0
"7561",7561,"HUN","Hungary","WIPO_04","Digital communication",2000,0.9167
"7562",7562,"HUN","Hungary","WIPO_04","Digital communication",2001,9.0104
"7563",7563,"HUN","Hungary","WIPO_04","Digital communication",2002,9.9325
"7564",7564,"HUN","Hungary","WIPO_04","Digital communication",2003,24.573
"7565",7565,"HUN","Hungary","WIPO_04","Digital communication",2004,20.7889
"7566",7566,"HUN","Hungary","WIPO_04","Digital communication",2005,9.0694
"7567",7567,"HUN","Hungary","WIPO_04","Digital communication",2006,13.9171
"7568",7568,"HUN","Hungary","WIPO_04","Digital communication",2007,17.5875
"7569",7569,"HUN","Hungary","WIPO_04","Digital communication",2008,28.1744
"7570",7570,"HUN","Hungary","WIPO_04","Digital communication",2009,31.447
"7571",7571,"HUN","Hungary","WIPO_04","Digital communication",2010,49.8615
"7572",7572,"HUN","Hungary","WIPO_04","Digital communication",2011,48.7196
"7573",7573,"HUN","Hungary","WIPO_04","Digital communication",2012,52.9837
"7574",7574,"HUN","Hungary","WIPO_04","Digital communication",2013,47.8064
"7575",7575,"HUN","Hungary","WIPO_04","Digital communication",2014,54.3214
"7576",7576,"HUN","Hungary","WIPO_04","Digital communication",2015,37.6009
"7577",7577,"HUN","Hungary","WIPO_04","Digital communication",2016,35.9618
"7578",7578,"HUN","Hungary","WIPO_04","Digital communication",2017,19.2312
"7579",7579,"HUN","Hungary","WIPO_04","Digital communication",2018,7.4738
"7580",7580,"ISL","Iceland","WIPO_04","Digital communication",1999,0
"7581",7581,"ISL","Iceland","WIPO_04","Digital communication",2000,0.375
"7582",7582,"ISL","Iceland","WIPO_04","Digital communication",2001,6.9667
"7583",7583,"ISL","Iceland","WIPO_04","Digital communication",2002,0.8333
"7584",7584,"ISL","Iceland","WIPO_04","Digital communication",2003,3.975
"7585",7585,"ISL","Iceland","WIPO_04","Digital communication",2004,2.14
"7586",7586,"ISL","Iceland","WIPO_04","Digital communication",2005,0.4762
"7587",7587,"ISL","Iceland","WIPO_04","Digital communication",2006,0.4464
"7588",7588,"ISL","Iceland","WIPO_04","Digital communication",2007,0
"7589",7589,"ISL","Iceland","WIPO_04","Digital communication",2008,0.3333
"7590",7590,"ISL","Iceland","WIPO_04","Digital communication",2009,1.0606
"7591",7591,"ISL","Iceland","WIPO_04","Digital communication",2010,0.5119
"7592",7592,"ISL","Iceland","WIPO_04","Digital communication",2011,0.5667
"7593",7593,"ISL","Iceland","WIPO_04","Digital communication",2012,2.3214
"7594",7594,"ISL","Iceland","WIPO_04","Digital communication",2013,3.4246
"7595",7595,"ISL","Iceland","WIPO_04","Digital communication",2014,0.7352
"7596",7596,"ISL","Iceland","WIPO_04","Digital communication",2015,2.3162
"7597",7597,"ISL","Iceland","WIPO_04","Digital communication",2016,2.6105
"7598",7598,"ISL","Iceland","WIPO_04","Digital communication",2017,0.5757
"7599",7599,"IRL","Ireland","WIPO_04","Digital communication",1999,0
"7600",7600,"IRL","Ireland","WIPO_04","Digital communication",2000,4.6333
"7601",7601,"IRL","Ireland","WIPO_04","Digital communication",2001,25.6423
"7602",7602,"IRL","Ireland","WIPO_04","Digital communication",2002,40.6847
"7603",7603,"IRL","Ireland","WIPO_04","Digital communication",2003,14.1604
"7604",7604,"IRL","Ireland","WIPO_04","Digital communication",2004,20.3851
"7605",7605,"IRL","Ireland","WIPO_04","Digital communication",2005,24.7884
"7606",7606,"IRL","Ireland","WIPO_04","Digital communication",2006,18.0194
"7607",7607,"IRL","Ireland","WIPO_04","Digital communication",2007,28.9801
"7608",7608,"IRL","Ireland","WIPO_04","Digital communication",2008,29.5859
"7609",7609,"IRL","Ireland","WIPO_04","Digital communication",2009,28.6364
"7610",7610,"IRL","Ireland","WIPO_04","Digital communication",2010,40.5792
"7611",7611,"IRL","Ireland","WIPO_04","Digital communication",2011,37.0954
"7612",7612,"IRL","Ireland","WIPO_04","Digital communication",2012,49.7182
"7613",7613,"IRL","Ireland","WIPO_04","Digital communication",2013,75.4276
"7614",7614,"IRL","Ireland","WIPO_04","Digital communication",2014,96.1479
"7615",7615,"IRL","Ireland","WIPO_04","Digital communication",2015,113.7822
"7616",7616,"IRL","Ireland","WIPO_04","Digital communication",2016,126.2256
"7617",7617,"IRL","Ireland","WIPO_04","Digital communication",2017,124.4562
"7618",7618,"IRL","Ireland","WIPO_04","Digital communication",2018,101.5846
"7619",7619,"ITA","Italy","WIPO_04","Digital communication",1999,3.1167
"7620",7620,"ITA","Italy","WIPO_04","Digital communication",2000,2.4722
"7621",7621,"ITA","Italy","WIPO_04","Digital communication",2001,31.2794
"7622",7622,"ITA","Italy","WIPO_04","Digital communication",2002,33.2023
"7623",7623,"ITA","Italy","WIPO_04","Digital communication",2003,67.7168
"7624",7624,"ITA","Italy","WIPO_04","Digital communication",2004,103.8031
"7625",7625,"ITA","Italy","WIPO_04","Digital communication",2005,95.8453
"7626",7626,"ITA","Italy","WIPO_04","Digital communication",2006,59.9477
"7627",7627,"ITA","Italy","WIPO_04","Digital communication",2007,69.75
"7628",7628,"ITA","Italy","WIPO_04","Digital communication",2008,106.7393
"7629",7629,"ITA","Italy","WIPO_04","Digital communication",2009,79.1623
"7630",7630,"ITA","Italy","WIPO_04","Digital communication",2010,76.5006
"7631",7631,"ITA","Italy","WIPO_04","Digital communication",2011,71.0199
"7632",7632,"ITA","Italy","WIPO_04","Digital communication",2012,95.807
"7633",7633,"ITA","Italy","WIPO_04","Digital communication",2013,102.1546
"7634",7634,"ITA","Italy","WIPO_04","Digital communication",2014,112.427
"7635",7635,"ITA","Italy","WIPO_04","Digital communication",2015,117.2754
"7636",7636,"ITA","Italy","WIPO_04","Digital communication",2016,99.041
"7637",7637,"ITA","Italy","WIPO_04","Digital communication",2017,94.3785
"7638",7638,"ITA","Italy","WIPO_04","Digital communication",2018,65.7632
"7639",7639,"JPN","Japan","WIPO_04","Digital communication",1999,60.7527
"7640",7640,"JPN","Japan","WIPO_04","Digital communication",2000,132.5478
"7641",7641,"JPN","Japan","WIPO_04","Digital communication",2001,1458.0986
"7642",7642,"JPN","Japan","WIPO_04","Digital communication",2002,1477.185
"7643",7643,"JPN","Japan","WIPO_04","Digital communication",2003,1430.7153
"7644",7644,"JPN","Japan","WIPO_04","Digital communication",2004,1756.7179
"7645",7645,"JPN","Japan","WIPO_04","Digital communication",2005,2095.8003
"7646",7646,"JPN","Japan","WIPO_04","Digital communication",2006,1847.8733
"7647",7647,"JPN","Japan","WIPO_04","Digital communication",2007,1990.277
"7648",7648,"JPN","Japan","WIPO_04","Digital communication",2008,1863.7239
"7649",7649,"JPN","Japan","WIPO_04","Digital communication",2009,2061.0874
"7650",7650,"JPN","Japan","WIPO_04","Digital communication",2010,1884.7483
"7651",7651,"JPN","Japan","WIPO_04","Digital communication",2011,2221.6756
"7652",7652,"JPN","Japan","WIPO_04","Digital communication",2012,2501.1793
"7653",7653,"JPN","Japan","WIPO_04","Digital communication",2013,2820.1716
"7654",7654,"JPN","Japan","WIPO_04","Digital communication",2014,2774.6816
"7655",7655,"JPN","Japan","WIPO_04","Digital communication",2015,2703.8154
"7656",7656,"JPN","Japan","WIPO_04","Digital communication",2016,2912.8845
"7657",7657,"JPN","Japan","WIPO_04","Digital communication",2017,2485.2067
"7658",7658,"JPN","Japan","WIPO_04","Digital communication",2018,1728.9578
"7659",7659,"KOR","Korea","WIPO_04","Digital communication",1999,3
"7660",7660,"KOR","Korea","WIPO_04","Digital communication",2000,45.7805
"7661",7661,"KOR","Korea","WIPO_04","Digital communication",2001,372.0505
"7662",7662,"KOR","Korea","WIPO_04","Digital communication",2002,400.9853
"7663",7663,"KOR","Korea","WIPO_04","Digital communication",2003,528.1414
"7664",7664,"KOR","Korea","WIPO_04","Digital communication",2004,869.5524
"7665",7665,"KOR","Korea","WIPO_04","Digital communication",2005,1005.9734
"7666",7666,"KOR","Korea","WIPO_04","Digital communication",2006,1154.6794
"7667",7667,"KOR","Korea","WIPO_04","Digital communication",2007,1231.8145
"7668",7668,"KOR","Korea","WIPO_04","Digital communication",2008,1244.4699
"7669",7669,"KOR","Korea","WIPO_04","Digital communication",2009,1308.6611
"7670",7670,"KOR","Korea","WIPO_04","Digital communication",2010,1593.6434
"7671",7671,"KOR","Korea","WIPO_04","Digital communication",2011,1980.5029
"7672",7672,"KOR","Korea","WIPO_04","Digital communication",2012,2169.9686
"7673",7673,"KOR","Korea","WIPO_04","Digital communication",2013,2603.6132
"7674",7674,"KOR","Korea","WIPO_04","Digital communication",2014,3085.1904
"7675",7675,"KOR","Korea","WIPO_04","Digital communication",2015,3435.9629
"7676",7676,"KOR","Korea","WIPO_04","Digital communication",2016,2895.5981
"7677",7677,"KOR","Korea","WIPO_04","Digital communication",2017,2430.7411
"7678",7678,"KOR","Korea","WIPO_04","Digital communication",2018,1673.3948
"7679",7679,"LUX","Luxembourg","WIPO_04","Digital communication",1999,0
"7680",7680,"LUX","Luxembourg","WIPO_04","Digital communication",2000,0
"7681",7681,"LUX","Luxembourg","WIPO_04","Digital communication",2001,0.5
"7682",7682,"LUX","Luxembourg","WIPO_04","Digital communication",2002,0
"7683",7683,"LUX","Luxembourg","WIPO_04","Digital communication",2003,0.2917
"7684",7684,"LUX","Luxembourg","WIPO_04","Digital communication",2004,0.2
"7685",7685,"LUX","Luxembourg","WIPO_04","Digital communication",2005,2.0244
"7686",7686,"LUX","Luxembourg","WIPO_04","Digital communication",2006,0.0256
"7687",7687,"LUX","Luxembourg","WIPO_04","Digital communication",2007,1.4
"7688",7688,"LUX","Luxembourg","WIPO_04","Digital communication",2008,0
"7689",7689,"LUX","Luxembourg","WIPO_04","Digital communication",2009,2.8333
"7690",7690,"LUX","Luxembourg","WIPO_04","Digital communication",2010,4.4167
"7691",7691,"LUX","Luxembourg","WIPO_04","Digital communication",2011,2.5636
"7692",7692,"LUX","Luxembourg","WIPO_04","Digital communication",2012,2.2227
"7693",7693,"LUX","Luxembourg","WIPO_04","Digital communication",2013,2.2183
"7694",7694,"LUX","Luxembourg","WIPO_04","Digital communication",2014,4.5225
"7695",7695,"LUX","Luxembourg","WIPO_04","Digital communication",2015,2.125
"7696",7696,"LUX","Luxembourg","WIPO_04","Digital communication",2016,1
"7697",7697,"LUX","Luxembourg","WIPO_04","Digital communication",2017,7.3528
"7698",7698,"LUX","Luxembourg","WIPO_04","Digital communication",2018,3.32
"7699",7699,"MEX","Mexico","WIPO_04","Digital communication",1999,0
"7700",7700,"MEX","Mexico","WIPO_04","Digital communication",2000,0.5
"7701",7701,"MEX","Mexico","WIPO_04","Digital communication",2001,7.675
"7702",7702,"MEX","Mexico","WIPO_04","Digital communication",2002,1.0833
"7703",7703,"MEX","Mexico","WIPO_04","Digital communication",2003,0.3333
"7704",7704,"MEX","Mexico","WIPO_04","Digital communication",2004,0
"7705",7705,"MEX","Mexico","WIPO_04","Digital communication",2005,0.125
"7706",7706,"MEX","Mexico","WIPO_04","Digital communication",2006,1.7329
"7707",7707,"MEX","Mexico","WIPO_04","Digital communication",2007,0.6667
"7708",7708,"MEX","Mexico","WIPO_04","Digital communication",2008,0.25
"7709",7709,"MEX","Mexico","WIPO_04","Digital communication",2009,0.6667
